content,sentiment,sentiment_score,like_count,sub_comment_count,content_len,create_time,topics,segments
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,0.0,3.0,25,1779107594695.0,"价值与价格,教练方法与关系",教练学习者
最近最大的成长是学会了对自己说没关系，慢慢来,neutral,1.0,3.0,1.0,22,1781758596140.0,自我接纳与成长,积极成长型
一个好的coach真的能改变你的人生轨迹，感恩,positive,3.2,0.0,10.0,23,1778010118904.0,"教练方法与关系,自我接纳与成长","积极成长型,教练学习者"
有没有人一起打卡互相监督，一个人真的坚持不下去 加油,positive,2.6,0.0,2.0,26,1782373115301.0,"自律与习惯,教练方法与关系",习惯崩盘型
不会做计划怎么办，每次计划都做得太满然后完不成更挫败,neutral,0.0,10.0,0.0,26,1784581792146.0,目标与计划,
内耗是可以停止的。第一步就是允许自己不完美，允许自己慢慢来。,neutral,1.0,3445.0,1.0,30,1780328509294.0,"情绪与内耗,拖延与行动障碍,自我接纳与成长",情绪内耗型
允许自己做自己，允许别人做别人,positive,2.0,1.0,3.0,15,1784928345414.0,自我接纳与成长,
有没有好用的目标管理工具推荐，想要一个能每天提醒我的 说的太对了,positive,2.6,10.0,0.0,32,1783601465432.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
抑郁情绪来的时候什么都不想做，这个时候不逼自己才是对的,neutral,-1.0,3.0,0.0,27,1782957882557.0,情绪与内耗,情绪内耗型
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生 同感,positive,5.2,5.0,2.0,32,1778211308177.0,"自律与习惯,自我接纳与成长",积极成长型
好的教练真的像一面镜子，让你看清自己看不到的盲区,positive,1.6,100.0,0.0,24,1784802147579.0,教练方法与关系,教练学习者
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生 共勉,positive,5.2,1.0,1.0,32,1778355444889.0,"自律与习惯,自我接纳与成长",积极成长型
每天三个最重要的事，做完就收工，这个方法让我不再焦虑,neutral,-1.0,3.0,5.0,26,1777580174874.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉,neutral,1.3,1.0,1.0,27,1778796151079.0,教练方法与关系,教练学习者
我也总是拖延，看了很多方法都没用，感觉需要有人盯着我才能动起来,negative,-2.0,3.0,0.0,31,1783179314383.0,"拖延与行动障碍,效率与工具","拖延挣扎型,教练学习者"
不要等到准备好了再开始，先做了再说，路是走出来的,neutral,1.3,1.0,0.0,24,1782312474794.0,拖延与行动障碍,
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,3.0,0.0,19,1782567096999.0,价值与价格,
找教练有用吗？价格不便宜但确实帮我突破了瓶颈,neutral,0.0,1.0,1.0,22,1779513819001.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
25岁之后开始觉醒，原来爱自己才是所有改变的基础,positive,3.0,3.0,1.0,24,1779531078707.0,"拖延与行动障碍,自我接纳与成长",积极成长型
人的改变真的是从接纳开始的，越抗拒越痛苦,positive,2.6,50.0,1.0,20,1778773268296.0,"自我接纳与成长,拖延与行动障碍",积极成长型
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,3.0,3.0,20,1783346626243.0,教练方法与关系,教练学习者
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生 同感,positive,5.2,10.0,3.0,32,1781353665549.0,"自律与习惯,自我接纳与成长",积极成长型
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,10.0,0.0,20,1782646477785.0,教练方法与关系,教练学习者
找教练有用吗？价格不便宜但确实帮我突破了瓶颈 加油,neutral,0.0,3.0,2.0,25,1779605458386.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
有没有人一起打卡互相监督，一个人真的坚持不下去,positive,2.6,1.0,1.0,23,1778724866075.0,"自律与习惯,教练方法与关系",习惯崩盘型
SMART原则真的有用，目标要具体可衡量才有执行力,positive,2.6,5.0,2.0,25,1783000617236.0,"目标与计划,效率与工具,拖延与行动障碍",方向迷茫型
找教练有用吗？价格不便宜但确实帮我突破了瓶颈,neutral,0.0,5.0,2.0,22,1783174002555.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
拖延不是懒，是完美主义在作祟，怕做不好所以不开始 说的太对了,negative,-2.6,1.0,0.0,30,1783375180852.0,拖延与行动障碍,拖延挣扎型
道理都懂就是做不到，说的就是我本人了,neutral,0.0,0.0,0.0,18,1777814060539.0,,
接纳自己的不完美才是治愈的开始,positive,2.0,0.0,1.0,15,1783188093304.0,"自我接纳与成长,拖延与行动障碍",
教练课程太贵了，一个月几千块真的负担不起,neutral,0.0,0.0,3.0,20,1783489610894.0,"教练方法与关系,价值与价格",教练学习者
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,0.0,5.0,20,1782912556703.0,教练方法与关系,教练学习者
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,5.0,2.0,20,1780365203234.0,情绪与内耗,情绪内耗型
有没有性价比高的教练推荐，想要被监督又不想花太多钱,neutral,1.0,3.0,3.0,25,1784366876614.0,"价值与价格,教练方法与关系",教练学习者
教练和心理咨询师的区别是什么？感觉教练更注重行动和未来 说的太对了,neutral,1.3,5.0,1.0,33,1777772759040.0,"教练方法与关系,拖延与行动障碍",教练学习者
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,3.0,1.0,22,1781517509513.0,自我接纳与成长,
从年目标倒推到日计划，这个方法帮我实现了年度flag,positive,2.0,10.0,0.0,26,1779398574563.0,"目标与计划,效率与工具","方向迷茫型,教练学习者"
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,5.0,5.0,29,1779546721400.0,"自律与习惯,自我接纳与成长",积极成长型
有没有好用的目标管理工具推荐，想要一个能每天提醒我的,positive,2.0,0.0,1.0,26,1783715600072.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
内耗的本质是自我攻击，学会对自己温柔一点 同感,neutral,0.0,0.0,0.0,23,1780987133674.0,情绪与内耗,情绪内耗型
道理都懂就是做不到，说的就是我本人了,neutral,0.0,0.0,0.0,18,1784744434795.0,,
接纳自己的不完美才是治愈的开始,positive,2.0,5000.0,0.0,15,1783043522715.0,"自我接纳与成长,拖延与行动障碍",
不要等到准备好了再开始，先做了再说，路是走出来的,neutral,1.3,1.0,0.0,24,1777975581765.0,拖延与行动障碍,
成长就是接纳自己的普通然后依然努力,positive,2.0,1.0,0.0,17,1783394737063.0,自我接纳与成长,积极成长型
计划不用太完美，完成比完美更重要,neutral,1.3,1.0,1.0,16,1780499251648.0,目标与计划,
我也总是拖延，看了很多方法都没用，感觉需要有人盯着我才能动起来,negative,-2.0,0.0,1.0,31,1783276193381.0,"拖延与行动障碍,效率与工具","拖延挣扎型,教练学习者"
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,5.0,0.0,22,1782839941407.0,情绪与内耗,情绪内耗型
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,500.0,0.0,20,1781489835619.0,教练方法与关系,教练学习者
不会做计划怎么办，每次计划都做得太满然后完不成更挫败,neutral,0.0,1.0,0.0,26,1783519279578.0,目标与计划,
允许自己做自己，允许别人做别人,positive,2.0,500.0,0.0,15,1781669232879.0,自我接纳与成长,
人的改变真的是从接纳开始的，越抗拒越痛苦 说的太对了,positive,3.2,50.0,1.0,26,1780318779195.0,"自我接纳与成长,拖延与行动障碍",积极成长型
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,10.0,0.0,29,1783643210305.0,"自律与习惯,自我接纳与成长",积极成长型
找一个搭子一起自律真的很重要，互相监督比一个人坚持容易太多了,positive,3.2,0.0,1.0,30,1783945492593.0,"自律与习惯,教练方法与关系",
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生 同感,positive,5.2,5.0,2.0,32,1783975860780.0,"自律与习惯,自我接纳与成长",积极成长型
拖延症晚期患者求拯救，明明知道该做什么就是不想动,neutral,-1.0,0.0,10.0,24,1779467900840.0,拖延与行动障碍,拖延挣扎型
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,500.0,0.0,20,1781094904909.0,情绪与内耗,情绪内耗型
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,20.0,5.0,20,1784007120768.0,教练方法与关系,教练学习者
最近最大的成长是学会了对自己说没关系，慢慢来,neutral,1.0,0.0,1.0,22,1779116561108.0,自我接纳与成长,积极成长型
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,20.0,1.0,24,1778788169360.0,拖延与行动障碍,拖延挣扎型
找教练有用吗？价格不便宜但确实帮我突破了瓶颈,neutral,0.0,3.0,0.0,22,1782170692577.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,3.0,0.0,22,1780603309544.0,自我接纳与成长,
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,0.0,1.0,22,1778597758242.0,自我接纳与成长,
拖延症晚期患者求拯救，明明知道该做什么就是不想动 说的太对了,neutral,-1.3,5.0,1.0,30,1777770908443.0,拖延与行动障碍,拖延挣扎型
我也总是拖延，看了很多方法都没用，感觉需要有人盯着我才能动起来,negative,-2.0,1.0,2.0,31,1780905176108.0,"拖延与行动障碍,效率与工具","拖延挣扎型,教练学习者"
精神内耗太严重了，一天下来什么都没做却累得要死,neutral,-1.3,3.0,3.0,23,1778071397009.0,情绪与内耗,情绪内耗型
有没有好用的目标管理工具推荐，想要一个能每天提醒我的,positive,2.0,0.0,3.0,26,1782348727492.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,5.0,0.0,24,1782944094944.0,拖延与行动障碍,拖延挣扎型
道理都懂就是做不到，说的就是我本人了 加油,neutral,0.0,1.0,1.0,21,1779898682139.0,,
找一个搭子一起自律真的很重要，互相监督比一个人坚持容易太多了,positive,3.2,5.0,0.0,30,1781551301856.0,"自律与习惯,教练方法与关系",
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题,positive,1.6,1.0,1.0,33,1780672498993.0,教练方法与关系,教练学习者
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,3.0,1.0,20,1780565891242.0,情绪与内耗,情绪内耗型
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题,positive,1.6,500.0,1.0,33,1783746547151.0,教练方法与关系,教练学习者
每次想做正事就开始拖延，刷手机刷到半夜然后自责，第二天又重复，怎么打破这个循环,negative,-2.0,0.0,2.0,39,1780752546846.0,拖延与行动障碍,拖延挣扎型
精神内耗太严重了，一天下来什么都没做却累得要死,neutral,-1.3,3.0,1.0,23,1780906095862.0,情绪与内耗,情绪内耗型
计划不用太完美，完成比完美更重要,neutral,1.3,0.0,0.0,16,1780775862473.0,目标与计划,
计划不用太完美，完成比完美更重要 共勉,neutral,1.3,1.0,0.0,19,1781554904681.0,目标与计划,
不要等到准备好了再开始，先做了再说，路是走出来的,neutral,1.3,1.0,0.0,24,1780546892381.0,拖延与行动障碍,
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,50.0,0.0,20,1783639646824.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,1.0,1.0,29,1783661286215.0,"自律与习惯,自我接纳与成长",积极成长型
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,1.0,5.0,24,1781543570484.0,拖延与行动障碍,拖延挣扎型
道理都懂就是做不到，说的就是我本人了,neutral,0.0,20.0,3.0,18,1784709350614.0,,
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,0.0,0.0,29,1777600151479.0,"自律与习惯,自我接纳与成长",积极成长型
接纳自己的不完美才是治愈的开始 说的太对了,positive,2.6,10.0,1.0,21,1777613337831.0,"自我接纳与成长,拖延与行动障碍",
抑郁情绪来的时候什么都不想做，这个时候不逼自己才是对的,neutral,-1.0,10.0,3.0,27,1779103138491.0,情绪与内耗,情绪内耗型
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,3.0,2.0,22,1778705307598.0,情绪与内耗,情绪内耗型
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤,neutral,1.3,1.0,0.0,27,1779052882885.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,1.0,1.0,22,1781433755419.0,情绪与内耗,情绪内耗型
遇到了一个很好的教练，她总是不评判我，只是耐心地听我说然后问我问题 共勉,positive,1.6,0.0,1.0,36,1783544586152.0,教练方法与关系,教练学习者
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,0.0,0.0,20,1778645137934.0,情绪与内耗,情绪内耗型
教练不是在给你答案，而是在帮你问对的问题,neutral,0.0,10.0,5.0,20,1780123141214.0,教练方法与关系,教练学习者
有没有好用的目标管理工具推荐，想要一个能每天提醒我的,positive,2.0,0.0,1.0,26,1778062676924.0,"目标与计划,效率与工具,自律与习惯",方向迷茫型
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,0.0,2.0,20,1781486842008.0,情绪与内耗,情绪内耗型
找一个搭子一起自律真的很重要，互相监督比一个人坚持容易太多了,positive,3.2,1.0,0.0,30,1782640781956.0,"自律与习惯,教练方法与关系",
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉 共勉,neutral,1.3,1.0,1.0,30,1782102143739.0,教练方法与关系,教练学习者
允许自己停下来也是一种能力，我花了很久才学会 说的太对了,positive,1.6,1.0,3.0,28,1780515582514.0,自我接纳与成长,
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,0.0,20.0,20,1779671137441.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
我也总是拖延，看了很多方法都没用，感觉需要有人盯着我才能动起来 同感,negative,-2.0,1.0,1.0,34,1781205025533.0,"拖延与行动障碍,效率与工具","拖延挣扎型,教练学习者"
习惯养成真的好难，前21天简直要命，但熬过去就好了,positive,3.2,20.0,0.0,25,1779945976818.0,自律与习惯,习惯崩盘型
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,0.0,1.0,19,1781378553955.0,价值与价格,
目标定了很多次都半途而废，现在学会了把大目标拆成小步骤 收藏了,neutral,1.3,3.0,0.0,31,1780524346425.0,"目标与计划,拖延与行动障碍","拖延挣扎型,方向迷茫型"
每天被焦虑裹挟，明明很努力还是觉得不够好 收藏了,neutral,0.0,1.0,0.0,24,1779495914047.0,"自律与习惯,情绪与内耗",情绪内耗型
拖延不是懒，是完美主义在作祟，怕做不好所以不开始,negative,-2.0,1.0,0.0,24,1778910194697.0,拖延与行动障碍,拖延挣扎型
拖延的背后是恐惧，害怕失败所以迟迟不开始,negative,-4.0,5.0,1.0,20,1783638509072.0,"拖延与行动障碍,情绪与内耗",拖延挣扎型
焦虑到失眠，感觉所有人都在前进只有我停在原地,neutral,-1.0,1.0,5.0,22,1782073778675.0,情绪与内耗,情绪内耗型
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,3.0,0.0,20,1778772676162.0,情绪与内耗,情绪内耗型
允许自己停下来也是一种能力，我花了很久才学会,neutral,1.3,0.0,2.0,22,1781957137519.0,自我接纳与成长,
如果有一个AI教练每天在微信里提醒我打卡，我愿意付费,neutral,1.0,3.0,0.0,26,1782473716816.0,"教练方法与关系,自律与习惯,价值与价格","习惯崩盘型,教练学习者"
自律打卡第100天，从一个摆烂的人变成现在的自己，感谢那个没放弃的我,neutral,1.0,5.0,3.0,34,1779863907402.0,自律与习惯,习惯崩盘型
自律打卡第100天，从一个摆烂的人变成现在的自己，感谢那个没放弃的我 说的太对了,neutral,1.3,3.0,2.0,40,1785249582537.0,自律与习惯,习惯崩盘型
花了钱才更珍惜，免费的课程根本不会听完,neutral,0.0,0.0,1.0,19,1783939142220.0,价值与价格,
抑郁情绪来的时候什么都不想做，这个时候不逼自己才是对的 加油,neutral,-1.0,3.0,5.0,30,1778102290631.0,情绪与内耗,情绪内耗型
允许自己做自己，允许别人做别人,positive,2.0,1.0,1.0,15,1784660861988.0,自我接纳与成长,
每天进步一点点，三个月回头看真的被自己惊讶到,neutral,1.3,0.0,3.0,22,1780948298777.0,"自律与习惯,自我接纳与成长",积极成长型
AI教练真的能替代真人教练吗？感觉少了那种被理解的感觉 共勉,neutral,1.3,0.0,1.0,30,1780531165353.0,教练方法与关系,教练学习者
内耗的本质是自我攻击，学会对自己温柔一点,neutral,0.0,3.0,1.0,20,1783922292051.0,情绪与内耗,情绪内耗型
道理都懂就是做不到，说的就是我本人了,neutral,0.0,0.0,1.0,18,1777723574753.0,,
教练和心理咨询师的区别是什么？感觉教练更注重行动和未来,neutral,1.0,1.0,0.0,27,1781526902271.0,"教练方法与关系,拖延与行动障碍",教练学习者
每天被焦虑裹挟，明明很努力还是觉得不够好 加油,neutral,0.0,0.0,2.0,23,1784169443447.0,"自律与习惯,情绪与内耗",情绪内耗型
25岁之后开始觉醒，原来爱自己才是所有改变的基础 加油,positive,3.0,20.0,0.0,27,1784429608083.0,"拖延与行动障碍,自我接纳与成长",积极成长型
允许自己做自己，允许别人做别人,positive,2.0,10.0,2.0,15,1778758651318.0,自我接纳与成长,
每天三个最重要的事，做完就收工，这个方法让我不再焦虑,neutral,-1.0,20.0,0.0,26,1783888411718.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
接纳自己的不完美才是治愈的开始 共勉,positive,2.0,0.0,2.0,18,1781042400382.0,"自我接纳与成长,拖延与行动障碍",
教练和心理咨询师的区别是什么？感觉教练更注重行动和未来,neutral,1.0,5.0,1.0,27,1783752918703.0,"教练方法与关系,拖延与行动障碍",教练学习者
找教练有用吗？价格不便宜但确实帮我突破了瓶颈,neutral,0.0,0.0,1.0,22,1782635205536.0,"教练方法与关系,价值与价格,自我接纳与成长","积极成长型,教练学习者"
找一个搭子一起自律真的很重要，互相监督比一个人坚持容易太多了 加油,positive,3.2,1.0,0.0,33,1781682175546.0,"自律与习惯,教练方法与关系",
教练课程太贵了，一个月几千块真的负担不起,neutral,0.0,1.0,0.0,20,1780964162393.0,"教练方法与关系,价值与价格",教练学习者
成长就是接纳自己的普通然后依然努力,positive,2.0,5.0,0.0,17,1781136722801.0,自我接纳与成长,积极成长型
坚持早起30天了，感觉整个人都不一样了，自律真的能改变人生,positive,5.2,1.0,0.0,29,1781388042106.0,"自律与习惯,自我接纳与成长",积极成长型
不要等到准备好了再开始，先做了再说，路是走出来的,neutral,1.3,0.0,0.0,24,1778814819829.0,拖延与行动障碍,
每天三个最重要的事，做完就收工，这个方法让我不再焦虑,neutral,-1.0,10.0,1.0,26,1780523736920.0,"自律与习惯,效率与工具,情绪与内耗","情绪内耗型,教练学习者"
免费的东西往往最贵，好的服务值得付费,positive,2.6,1.0,0.0,18,1780829156678.0,价值与价格,
我理解作者要表达的意思了，当想做一件事情但是没有恰当（完美）的情绪的时候，我们对数会先想要捋清情绪再去做事，但是事情是慢慢完成的，我们可以尝试一边接纳情绪一边处理事情。类似于“路是走出来的不是想出来”。,positive,3.0,5006.0,40.0,101,1750341875000.0,自我接纳与成长,
我有点相反，我是如果觉得情绪状态不对就换一个事情做，跟着感觉走，然后自然而然就顺了，做了几件事就能轮到一开始要做的,neutral,0.0,470.0,15.0,57,1750370602000.0,拖延与行动障碍,
这是一个思维陷阱,neutral,0.0,87.0,10.0,8,1750169069000.0,,
说的对。排除一种情况。有情绪是不要做决策。有些人在情绪很激动的时候容易做出错误的决定。所以。边哭边做决定是不可取的。,neutral,-1.3,49.0,2.0,58,1750334439000.0,,
我就有个毛病，比如在减肥运动，我睡觉前会想明天做什么运动，运动多久，或者吃什么减脂餐，会想好久导致我失眠，真的很烦,neutral,0.0,4.0,3.0,57,1751703326000.0,拖延与行动障碍,
一见你就有放松感，好亲切啊！,neutral,1.3,0.0,3.0,14,1751975259000.0,,
我说呢，为什么越焦虑越压力，我越要干，越要做事，解决问题，当我把这个压力，说给别人听的时候并不是让别人帮我解决，只是单纯的想跟别人诉说，他们叫我去玩啊，叫我去放松心情，我立刻反驳说不，玩解决不了我的问题，而且出去玩我也不会开心的，他们就觉得很奇怪，觉得有压力了，就应该出去放松，我并不这么认为，因为这个方法并不适合我（我确切的知道怎么解决我这个情绪怎么解决我这个问题，并且我知道没有人能帮我解决的了，只有我自己，只要问题解决了，我心情才会好，只有正在做这件事情，正在解决这件事情，我才会心情好，所以那次第一次那么压力，那么焦虑的时候，我一个人去咖啡厅连坐了九个小时处理，在解决的过程中我心情变好了）,negative,-5.699999999999999,1.0,2.0,299,1756462130000.0,"情绪与内耗,效率与工具","情绪内耗型,教练学习者"
王阳明：知行合一，在实践中检验心中已有的道理。我的理解不要脑子想来想去，干就完了，方向错了再调整，踌躇不干只是浪费时间,neutral,1.0,11.0,1.0,59,1751887376000.0,目标与计划,方向迷茫型
但这不是不管自己吗 不照顾自己感受 有点工具化自己 我还做不到带着情绪前进，我要把它化解了才能有动力，动力是我最大的问题，不过拖延和完美主义非常严重,neutral,1.3,2.0,2.0,74,1751384009000.0,"效率与工具,拖延与行动障碍",拖延挣扎型
是时候祭上这张图了,neutral,0.0,39.0,1.0,9,1750748765000.0,,
1、计划能做得很详细 ；2、能耐下性子做一些枯燥的事；3、平时大大咧咧，但做事很认真，原来抄别人作业和笔记总能发现错别字[捂脸R][捂脸R]  4、擅于倾听偶尔能帮他人排解；5、扛训算吗，我老师喊着训我都没什么情绪波动[失望R][失望R] 我朋友说我适合科研或者大学老师的路线[笑哭R][笑哭R],negative,-6.4,47.0,18.0,148,1752773713000.0,"目标与计划,效率与工具,教练方法与关系",
想了半天 废寝忘食想做的有两件事：睡觉、吃饭[抠鼻R],neutral,0.0,70.0,8.0,27,1753538476000.0,,
博主姐姐可以帮我分析下嘛，比较迷茫，不知道适合做什么[笑哭R][笑哭R],negative,-3.0,8.0,10.0,36,1755218389000.0,"效率与工具,情绪与内耗",方向迷茫型
做各种手工，从小就喜欢，被大人们认为没啥用耽误学习[笑哭R]，现在终于可以肆无忌惮的施展了，因为有工作保底，就不会有顾虑，纯属兴趣，确带来了额外收入[害羞R][害羞R],neutral,0.0,82.0,15.0,84,1754667890000.0,,
40岁了，啥也不是,neutral,0.0,4.0,4.0,9,1754692033000.0,,
请问能不能帮我看看[doge],neutral,0.0,3.0,6.0,15,1753245330000.0,,
我的不费力清单：总是能在买东西不看价格的情况下，一眼挑中最贵的。算不算天赋[笑哭R],neutral,-1.0,51.0,3.0,42,1755145670000.0,"目标与计划,价值与价格",
1.我的某些模仿能力比较强，比如我从没学过画画，自己画不出来但是我会临摹，还挺像模像样，上学画的黑板报基本都能上校报,neutral,0.0,8.0,6.0,58,1753877593000.0,,
好像找不到擅长的，迷茫中，压力大。,negative,-2.0,13.0,6.0,17,1752860994000.0,情绪与内耗,"方向迷茫型,情绪内耗型"
我从小就很崇拜老师这个职业，后来自从我生了女儿之后，我又发现我特别喜欢孩子，我感觉我特别理解孩子，然后我就知道我该从事的职业是什么了：幼儿教师，我做了18年的幼儿教师，在这18年里，虽然幼儿教师很辛苦，但是对于我来说，每天的工作就是一种享受，因为我特别享受和孩子们在一起的每一天，能找到自己特别喜欢做的事情，并且还能当作职业来做，真的是一件特别幸福的事情。,positive,13.6,7.0,2.0,178,1753102888000.0,自律与习惯,
总结视频内容@问一问,neutral,0.0,0.0,1.0,10,1779280671000.0,效率与工具,
我把Chatgpt那一段输入进去了，给我的反馈和Ali的差不多，感觉现在大家焦虑都是我有用所以我存在。有点感慨,neutral,0.0,15.0,2.0,55,1754302212000.0,"教练方法与关系,情绪与内耗",情绪内耗型
@@问一问 总结一下这个视频内容,neutral,0.0,0.0,1.0,16,1779784364000.0,效率与工具,
"ai能做的事情：
  1.   让他向你提问
  2.   让他chanllenge你
  3.   让他为你解释原理
  4.   让他给出建议
  5.   让他总结过往对话，得出insights，或者找到内心的恐惧
  6.   reflection 反思

实操：
  1.   给的材料越多，越能提供个性化和有针对性的输出
  2.   提出自己的困惑/或者让ai发现自己未曾察觉的事情
  3.   mostly role play-让ai扮演90岁的自己，让ai扮演一个严厉的教官，让ai扮演自己喜欢的一本书的作者，让ai模拟一个博客对话（邀请两位大佬从不同角度对话）",neutral,-1.0,7.0,1.0,291,1760278666000.0,"教练方法与关系,效率与工具,情绪与内耗",方向迷茫型
What AI would you suggest to use? Thank you.,neutral,0.0,3.0,5.0,44,1754233545000.0,,
能做到用AI工具高效自我教练的人，本身就需要有过很长的被人教练的经历，从而发展出了很强的自我反思力、清晰的表达能力、对求助问题和对象的判断力、对问题解决的强理智思维、以及不会过度依赖AI的自我行动力，如果这些都能做到，那确实可以更多通过工具进行自我教练。但现实中，大多数来求助的人其实不清楚人生教练是如何工作和起作用的，对他个人的价值具体是在哪里。更别说完全自主的自我反思了。实际上在教练中，很大一部分的价值是除了激发反思之外，客户从人的交互中感到真实的被看见被听见，在困境和迷茫中被陪伴和支持的感受。,positive,7.800000000000001,41.0,2.0,251,1754292029000.0,"效率与工具,教练方法与关系,拖延与行动障碍,自我接纳与成长,情绪与内耗","方向迷茫型,教练学习者"
思想意识很强👍,neutral,0.0,1.0,1.0,7,1754310560000.0,,
Please.could you speak more slowly[喝奶茶R],neutral,0.0,5.0,2.0,40,1754192932000.0,,
请问最后指令的那个post在哪呀？没看到,neutral,0.0,0.0,1.0,20,1776228457000.0,,
，然后就去吃灰了,neutral,0.0,1.0,1.0,8,1754219355000.0,,
做不成事只有一个，只要是我做就不成[微笑R],neutral,0.0,4.0,5.0,22,1785310002000.0,,
跟愿力没有关系，要有个人得能力，其次，对于判断力，预测力有精准的要求,neutral,1.0,70.0,55.0,34,1776152385000.0,,
所以，愿力是什么？,neutral,0.0,2.0,6.0,9,1780710430000.0,,
生意越难做钱越值钱，因为人赚不到钱了就节约了,neutral,0.0,1.0,0.0,22,1785474999000.0,,
比起能力更重要的，是一个人的思维方式。,neutral,0.0,0.0,0.0,19,1785481613000.0,,
学会了，愿力最大,neutral,0.0,7.0,6.0,8,1773385080000.0,,
根本还在愿力上 直接影响其它！一切源于元神归位,neutral,0.0,0.0,0.0,23,1785470458000.0,,
怎么做到愿力呢？,neutral,1.0,3.0,11.0,8,1773484133000.0,,
格局要跟得上进步的节奏！,neutral,1.0,0.0,0.0,12,1785459348000.0,自我接纳与成长,积极成长型
愿力看起来简单，其实要有真实的、有力量的愿力是很难的。,positive,2.6,55.0,12.0,27,1773471085000.0,,
hello我是曝曝，一名会画画的整合疗愈师，很高兴大家能喜欢我的内容[飞吻R]将持续更新，用100天时间带大家认识自我，突破自我,positive,2.6,11.0,1.0,64,1724068451000.0,自我接纳与成长,积极成长型
怎么加入,neutral,0.0,0.0,1.0,4,1724857476000.0,,
画的好好看啊老师 求出壁纸头像[萌萌哒R][萌萌哒R],neutral,0.0,1.0,1.0,27,1724521637000.0,,
1,neutral,0.0,1.0,1.0,1,1724419285000.0,,
1,neutral,0.0,1.0,1.0,1,1724389984000.0,,
1,neutral,0.0,1.0,1.0,1,1724497136000.0,,
1,neutral,0.0,0.0,1.0,1,1724177703000.0,,
+,neutral,0.0,1.0,1.0,1,1726128311000.0,,
1,neutral,0.0,1.0,1.0,1,1725893081000.0,,
1,neutral,0.0,0.0,1.0,1,1724138959000.0,,
这个1-10怎么解读呢？我是按照5分=符合预期来写的,neutral,0.0,4.0,2.0,26,1778402654000.0,,
写完0分感觉应该是负分[捂脸R],neutral,0.0,39.0,3.0,16,1778471263000.0,,
填完直接感觉自己啥都没有想321跳了[捂脸R],neutral,0.0,36.0,1.0,23,1778603257000.0,,
